Firmware v0.1
<timeMS>, <accelX>, <accelY>, <accelZ>, <gyroX>, <gyroY>, <gyroZ>, <magX>, <magY>, <magZ>
17671, 0.55, 0.80, -0.36, -4.51, 6.65, 4.76, -52.96, -27.61, -8.85
17680, 0.55, 0.82, -0.35, -0.24, 8.17, 4.57, -51.16, -29.11, -9.90
17689, 0.54, 0.78, -0.29, 7.56, 8.17, 5.00, -51.31, -27.76, -10.50
17724, 0.54, 0.80, -0.35, 13.96, 7.50, 3.72, -49.36, -27.91, -10.35
17733, 0.49, 0.80, -0.25, 14.76, 4.70, 5.91, -48.61, -29.11, -10.95
17742, 0.48, 1.14, 0.06, 23.11, -4.21, 15.98, -48.16, -29.41, -9.90
17751, 0.47, 0.91, -0.47, 39.21, -13.78, 26.52, -48.16, -29.41, -9.90
17761, 0.50, 0.84, -0.33, 52.68, -31.52, 35.00, -47.26, -29.26, -11.25
17770, 0.61, 0.75, -0.51, 61.04, -23.72, 26.16, -46.21, -29.56, -10.80
17779, 0.58, 0.86, -0.40, 46.77, -1.71, 16.40, -46.36, -31.66, -11.70
17788, 0.56, 0.89, -0.42, 31.89, 6.83, 16.34, -46.66, -29.11, -12.45
17798, 0.59, 0.74, -0.40, 26.65, 6.95, 12.62, -45.16, -28.81, -12.30
17807, 0.58, 0.75, -0.40, 20.12, 10.06, 7.38, -46.06, -30.46, -12.00
17816, 0.59, 0.78, -0.35, 14.39, 11.28, 5.12, -47.26, -30.76, -11.25
17825, 0.60, 0.82, -0.33, -3.60, 8.41, 6.83, -47.11, -29.41, -11.70
17835, 0.63, 0.84, -0.36, -22.26, 6.10, 10.18, -46.21, -29.26, -11.25
17844, 0.64, 0.84, -0.42, -18.11, 8.41, 12.74, -45.16, -29.26, -11.85
17892, 0.62, 0.77, -0.49, 3.66, 10.49, 20.18, -43.21, -32.56, -9.00
17901, 0.60, 0.74, -0.43, 30.00, 15.18, 26.89, -43.21, -32.56, -9.00
17911, 0.61, 0.70, -0.44, 47.20, 16.89, 29.27, -46.96, -30.31, -10.50
17920, 0.62, 0.66, -0.48, 53.17, 23.05, 26.34, -46.21, -29.56, -10.50
17929, 0.62, 0.71, -0.47, 66.77, 32.93, 20.24, -45.76, -32.56, -11.25
17939, 0.64, 0.68, -0.47, 97.68, 37.32, 21.04, -45.76, -30.76, -9.45
17948, 0.62, 0.71, -0.35, 109.63, 40.00, 20.24, -46.21, -32.11, -9.45
17957, 0.61, 0.72, -0.33, 111.28, 35.49, 20.12, -45.46, -32.56, -9.45
17966, 0.58, 0.74, -0.39, 95.98, 29.57, 18.11, -46.51, -31.51, -11.25
17976, 0.59, 0.72, -0.39, 70.73, 29.45, 16.65, -44.86, -30.91, -9.60
17985, 0.60, 0.68, -0.43, 62.26, 26.52, 16.77, -44.11, -32.71, -8.25
17994, 0.59, 0.66, -0.44, 60.12, 26.34, 18.23, -46.21, -31.06, -8.40
18003, 0.60, 0.67, -0.45, 50.37, 26.52, 17.32, -48.31, -31.06, -9.00
18013, 0.58, 0.68, -0.43, 42.32, 22.56, 18.05, -46.06, -31.66, -8.55
18047, 0.58, 0.91, -0.43, 32.74, 16.40, 14.88, -46.06, -31.66, -7.80
18057, 0.39, 0.58, -0.11, 28.66, 5.49, 17.50, -46.66, -31.21, -8.55
18066, 0.67, 0.63, -0.47, -1.28, 2.80, 18.66, -47.26, -31.81, -9.00
18075, 0.68, 0.73, -0.38, -22.56, 10.98, 16.40, -49.51, -30.76, -8.70
18084, 0.70, 0.72, -0.41, -26.71, 8.96, 17.68, -46.51, -30.76, -7.65
18093, 0.69, 0.71, -0.30, -21.34, 9.76, 20.24, -48.61, -30.91, -8.55
18103, 0.64, 0.67, -0.41, -11.59, 3.17, 22.68, -49.06, -30.01, -8.70
18112, 0.65, 0.55, -0.57, -1.46, -0.79, 20.85, -50.71, -32.71, -7.80
18121, 0.63, 0.63, -0.42, 0.79, 0.18, 17.87, -50.71, -32.71, -7.80
18130, 0.60, 0.65, -0.53, 4.57, 0.37, 14.21, -49.96, -31.66, -7.20
18139, 0.56, 0.52, -0.50, -1.89, 2.07, 13.66, -50.26, -30.76, -5.55
18148, 0.64, 0.58, -0.47, -16.89, 7.74, 7.50, -49.51, -30.76, -7.35
18157, 0.65, 0.64, -0.42, -22.38, 6.04, 4.70, -48.31, -29.56, -7.65
18167, 0.68, 0.66, -0.43, -19.45, 3.17, 6.83, -48.91, -30.16, -6.45
18201, 0.64, 0.63, -0.43, -23.35, 3.72, 8.35, -48.91, -31.66, -7.20
18210, 0.61, 0.58, -0.46, -18.05, 4.15, 8.60, -48.31, -31.51, -7.65
18220, 0.64, 0.56, -0.41, -12.93, 7.56, 5.49, -51.16, -30.16, -8.25
18229, 0.64, 0.63, -0.47, -12.80, 9.21, 4.15, -49.51, -28.51, -7.95
18238, 0.68, 0.67, -0.41, -20.12, 7.87, 4.88, -49.06, -30.31, -7.95
18247, 0.67, 0.67, -0.49, -34.57, 6.10, 7.13, -48.31, -30.01, -7.35
18256, 0.69, 0.64, -0.42, -38.54, 7.56, 5.37, -49.81, -30.31, -7.65
18265, 0.73, 0.64, -0.42, -35.91, 9.21, 1.04, -51.16, -29.86, -8.25
18274, 0.62, 0.57, -0.47, -29.33, 9.63, -1.71, -48.01, -30.01, -7.65
18284, 0.65, 0.54, -0.44, -13.72, 9.63, -4.70, -50.41, -30.46, -6.75
18293, 0.60, 0.49, -0.41, -2.44, 14.09, -14.51, -49.81, -30.01, -7.65
18302, 0.61, 0.59, -0.40, 4.76, 18.78, -24.45, -49.81, -31.06, -6.60
18311, 0.66, 0.64, -0.34, 7.62, 14.15, -25.91, -49.81, -31.06, -6.60
18320, 0.78, 0.62, -0.58, -8.29, 11.52, -31.71, -49.51, -29.56, -6.90
18355, 0.70, 0.76, -0.38, -15.91, 7.20, -29.27, -48.31, -31.06, -6.60
18364, 0.71, 0.75, -0.35, -38.60, 1.46, -18.54, -49.81, -31.51, -6.30
18373, 0.58, 0.52, -0.16, -72.38, 4.33, -22.07, -50.41, -29.41, -8.25
18383, 0.67, 0.84, -0.29, -91.40, -4.45, -15.55, -49.81, -29.56, -6.90
18392, 0.64, 0.65, -0.36, -82.93, -4.94, -8.11, -50.26, -29.56, -7.35
18401, 0.64, 0.66, -0.36, -65.49, -1.04, -4.70, -50.26, -29.56, -7.35
18410, 0.65, 0.60, -0.38, -41.28, -0.73, -4.45, -51.46, -29.41, -6.45
18419, 0.61, 0.56, -0.22, -4.82, -5.12, -8.35, -50.56, -29.26, -6.60
18428, 0.63, 0.69, -0.35, 41.95, -12.62, -12.32, -49.96, -29.41, -7.20
18438, 0.63, 0.70, -0.38, 53.54, -7.87, -11.28, -50.41, -30.46, -5.70
18447, 0.62, 0.70, -0.34, 55.67, -4.09, -13.54, -50.56, -29.56, -6.60
18456, 0.64, 0.76, -0.34, 38.54, -1.77, -10.91, -50.41, -29.86, -7.50
18465, 0.70, 0.75, -0.45, 16.28, -1.10, -9.02, -50.86, -30.01, -5.55
18474, 0.68, 0.74, -0.36, -8.29, 2.38, -8.35, -49.66, -30.16, -5.40
18509, 0.63, 0.75, -0.37, -23.90, 4.02, -7.01, -49.66, -31.21, -5.40
18518, 0.62, 0.70, -0.34, -25.49, 2.93, -5.43, -50.26, -31.06, -3.75
18527, 0.62, 0.66, -0.36, -22.32, 1.04, -3.11, -49.06, -30.76, -5.25
18536, 0.62, 0.66, -0.36, -17.80, -0.55, -2.13, -49.06, -30.31, -5.25
18546, 0.64, 0.66, -0.36, -4.70, -3.90, 0.12, -51.46, -29.11, -6.45
18555, 0.64, 0.71, -0.35, 6.40, -5.61, 0.30, -51.61, -32.56, -6.60
18564, 0.68, 0.75, -0.39, 6.40, -5.79, 0.43, -50.41, -30.16, -5.40
18573, 0.67, 0.74, -0.40, 3.84, -3.84, 2.13, -50.71, -30.91, -4.65
18582, 0.66, 0.72, -0.38, -4.70, 0.12, 2.07, -50.86, -30.31, -6.90
18591, 0.62, 0.73, -0.34, -19.09, 4.63, 2.07, -50.86, -30.31, -6.90
18600, 0.61, 0.70, -0.33, -16.22, 2.80, 4.09, -52.06, -31.51, -5.25
18609, 0.62, 0.69, -0.36, -7.13, -0.43, 4.45, -51.61, -29.56, -5.55
18618, 0.63, 0.69, -0.35, -1.10, -2.20, 4.57, -51.16, -29.86, -4.35
